,speciesKey,name_author,Name,Tribe,BrassiBase_status,Trait_state,Sampled?,gbif_records,gbif_records_w_coordinates,gbif_records_w_coordinates_and_uncertainty,gbif_records_w_coordinates_and_uncertainty_under_1000m,gbif_records_w_coordinates_and_uncertainty_under_500m,gbif_records_w_coordinates_and_uncertainty_under_100m,gbif_records_wo_coordinates_but_w_locality,gbif_records_bin,gbif_records_w_coordinates_bin,gbif_records_w_coordinates_and_uncertainty_bin,gbif_records_w_coordinates_and_uncertainty_under_1000m_bin,gbif_records_w_coordinates_and_uncertainty_under_500m_bin,gbif_records_w_coordinates_and_uncertainty_under_100m_bin
1440,3048659,Erysimum vitellinum Popov,Erysimum vitellinum,Erysimeae,accepted,H,N,20,4,0,0,0,0,16,>=10,<10,0,0,0,0
2432,3691623,Erysimum vuralii Yıld.,Erysimum vuralii,Erysimeae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,3048620,Erysimum wagifii M. Kassumov,Erysimum wagifii,Erysimeae,not accepted,H,N,1,0,0,0,0,0,1,<10,0,0,0,0,0
1413,3048594,Erysimum wardii Polatschek,Erysimum wardii,Erysimeae,accepted,H,N,70,32,7,0,0,0,38,>=10,>=10,<10,0,0,0
1402,3048527,Erysimum welcevii Urum.,Erysimum welcevii,Erysimeae,accepted,H,N,35,13,1,1,1,0,22,>=10,>=10,<10,<10,<10,0
1395,3048502,Erysimum wilczekianum Braun-Blanq. & Maire,Erysimum wilczekianum,Erysimeae,accepted,H,N,77,6,4,2,1,0,71,>=10,<10,<10,<10,<10,0
1386,3048470,Erysimum witmannii Zaw.,Erysimum witmannii,Erysimeae,accepted,H,Y,244,55,17,16,15,10,189,>=100,>=10,>=10,>=10,>=10,>=10
2431,3691573,Erysimum yaltirikii Yıld.,Erysimum yaltirikii,Erysimeae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,3691568,Erysimum yildirimlii Dinç,Erysimum yildirimlii,Erysimeae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,3691545,Erysimum zeybekianum Yıld.,Erysimum zeybekianum,Erysimeae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,3049314,Euclidium syriacum (L.) W.T. Aiton,Euclidium syriacum,Euclidieae,accepted,H,Y,1470,620,418,151,101,50,850,>=1000,>=500,>=100,>=100,>=100,>=10
2507,5373105,Eudema incurva Al-Shehbaz,Eudema incurva,Eudemeae,accepted,H,N,1,1,1,0,0,0,0,<10,<10,<10,0,0,0
2509,5373110,Eudema nubigena Humb. & Bonpl.,Eudema nubigena,Eudemeae,accepted,H,N,143,87,31,0,0,0,56,>=100,>=10,>=10,0,0,0
3774,9069123,Eudema peruviana Al-Shehbaz & A. Cano,Eudema peruviana,Eudemeae,accepted,H,N,1,0,0,0,0,0,1,<10,0,0,0,0,0
2508,5373107,Eudema rupestris Humb. & Bonpl.,Eudema rupestris,Eudemeae,accepted,H,Y,20,4,2,2,2,2,16,>=10,<10,<10,<10,<10,<10
2423,3691284,Euklisia bakeri Greene,Euklisia bakeri,Thelypodieae,not accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,3691244,Euklisia elatior Greene,Euklisia elatior,Thelypodieae,not accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,3691119,Euklisia violacea Greene,Euklisia violacea,Thelypodieae,not accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,11005118,Eunomia caespitosa (Boiss.) O.E. Schulz,Eunomia caespitosa,Coluteocarpeae,accepted,H,N,53,3,0,0,0,0,50,>=10,<10,0,0,0,0
3895,10787225,Eunomia iberidea Boiss.,Eunomia iberidea,Coluteocarpeae,accepted,W,Y,180,12,1,1,1,1,168,>=100,>=10,<10,<10,<10,<10
3990,10928238,Eunomia oppositifolia (Pers.) DC.,Eunomia oppositifolia,Coluteocarpeae,accepted,H,Y,128,6,0,0,0,0,122,>=100,<10,0,0,0,0
3881,10769801,Eunomia rotundifolia C.A. Mey.,Eunomia rotundifolia,Coluteocarpeae,accepted,H,N,13,5,2,0,0,0,8,>=10,<10,<10,0,0,0
2972,5375206,Eutrema altaicum (C.A. Mey.) Al-Shehbaz & S.I. Warwick,Eutrema altaicum,Eutremeae,accepted,H,N,204,98,26,2,2,0,106,>=100,>=10,>=10,<10,<10,0
3923,10831271,"Eutrema baimashanicum Al-Shehbaz, G.Q. Hao & J.Q. Liu",Eutrema baimashanicum,Eutremeae,accepted,H,N,4,1,0,0,0,0,3,<10,<10,0,0,0,0
2991,5375258,Eutrema botschantzevii (D.A. German) Al-Shehbaz & S.I. Warwick,Eutrema botschantzevii,Eutremeae,accepted,H,N,18,8,6,6,1,1,10,>=10,<10,<10,<10,<10,<10
2992,5375259,Eutrema bouffordii Al-Shehbaz,Eutrema bouffordii,Eutremeae,accepted,H,N,26,16,0,0,0,0,10,>=10,>=10,0,0,0,0
3836,10715831,Eutrema bulbiferum Y. Xiao & D.K. Tian,Eutrema bulbiferum,Eutremeae,accepted,H,N,7,2,0,0,0,0,5,<10,<10,0,0,0,0
2993,5375260,Eutrema cordifolium Turcz. ex Ledeb.,Eutrema cordifolium,Eutremeae,accepted,H,N,60,37,36,19,2,2,23,>=10,>=10,>=10,>=10,<10,<10
2982,5375235,Eutrema deltoideum (Hook.f. & Thomson) O.E. Schulz,Eutrema deltoideum,Eutremeae,accepted,H,N,75,18,1,0,0,0,57,>=10,>=10,<10,0,0,0
2983,5375237,Eutrema edwardsii R. Br.,Eutrema edwardsii,Eutremeae,accepted,H,Y,2330,1535,836,151,101,41,795,>=1000,>=1000,>=500,>=100,>=100,>=10
2981,5375230,Eutrema fontanum (Maxim.) Al-Shehbaz & S.I. Warwick,Eutrema fontanum,Eutremeae,accepted,H,N,93,71,13,0,0,0,22,>=10,>=10,>=10,0,0,0
3791,9240748,"Eutrema giganteum G.Q. Hao, Al-Shehbaz & J.Q. Liu",Eutrema giganteum,Eutremeae,accepted,H,N,5,0,0,0,0,0,0,<10,0,0,0,0,0
2973,5375208,Eutrema grandiflorum (Al-Shehbaz) Al-Shehbaz & S.I. Warwick,Eutrema grandiflorum,Eutremeae,accepted,H,N,4,0,0,0,0,0,0,<10,0,0,0,0,0
2984,5375242,Eutrema halophilum (C.A. Mey.) Al-Shehbaz & S.I. Warwick,Eutrema halophilum,Eutremeae,accepted,H,N,16,0,0,0,0,0,16,>=10,0,0,0,0,0
2974,5375209,Eutrema heterophyllum (W.W. Sm.) H. Hara,Eutrema heterophyllum,Eutremeae,accepted,H,N,153,83,8,0,0,0,70,>=100,>=10,<10,0,0,0
2994,5375261,Eutrema himalaicum Hook.f. & Thomson,Eutrema himalaicum,Eutremeae,accepted,H,N,189,87,1,0,0,0,102,>=100,>=10,<10,0,0,0
2985,5375244,Eutrema integrifolium (DC.) Bunge,Eutrema integrifolium,Eutremeae,accepted,H,N,193,100,70,53,53,1,93,>=100,>=100,>=10,>=10,>=10,<10
2976,5375216,Eutrema japonicum (Miq.) Koidz.,Eutrema japonicum,Eutremeae,accepted,H,N,993,529,75,27,21,12,464,>=500,>=500,>=10,>=10,>=10,>=10
2995,5375264,Eutrema lowndesii (H. Hara) Al-Shehbaz & S.I. Warwick,Eutrema lowndesii,Eutremeae,accepted,H,N,8,3,1,0,0,0,5,<10,<10,<10,0,0,0
3930,10840152,Eutrema minutissimum (O.E. Schulz) Al-Shehbaz,Eutrema minutissimum,Eutremeae,accepted,H,N,6,0,0,0,0,0,6,<10,0,0,0,0,0
3937,10850809,"Eutrema nepalense (Al-Shehbaz, Arai & H. Ohba) Al-Shehbaz, G.Q. Hao & J.Q. Liu",Eutrema nepalense,Eutremeae,accepted,H,N,11,3,2,0,0,0,8,>=10,<10,<10,0,0,0
2977,5375223,Eutrema platypetalum (Schrenk) Al-Shehbaz & S.I. Warwick,Eutrema platypetalum,Eutremeae,accepted,H,N,7,0,0,0,0,0,7,<10,0,0,0,0,0
3554,7355128,Eutrema pseudocordifolium Popov,Eutrema pseudocordifolium,Eutremeae,accepted,H,N,1,0,0,0,0,0,1,<10,0,0,0,0,0
4044,10986679,"Eutrema purii (D.S. Rawat, Dangwal & Gaur) Al-Shehbaz, G.Q. Hao & J.Q. Liu",Eutrema purii,Eutremeae,accepted,H,N,2,0,0,0,0,0,2,<10,0,0,0,0,0
3918,10825161,"Eutrema racemosum Al-Shehbaz, G.Q. Hao & J.Q. Liu",Eutrema racemosum,Eutremeae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,11010275,"Eutrema renifolium (Boiss. & Hohen.) Al-Shehbaz, G.Q. Hao & J.Q. Liu",Eutrema renifolium,Eutremeae,accepted,H,N,76,13,4,3,3,1,63,>=10,>=10,<10,<10,<10,<10
4052,10996448,"Eutrema robustum (O.E. Schulz) Al-Shehbaz, G.Q. Hao & J.Q. Liu",Eutrema robustum,Eutremeae,accepted,H,N,41,0,0,0,0,0,41,>=10,0,0,0,0,0
2970,5375201,Eutrema salsugineum (Pall.) Al-Shehbaz & S.I. Warwick,Eutrema salsugineum,Eutremeae,accepted,H,N,431,239,155,27,19,18,192,>=100,>=100,>=100,>=10,>=10,>=10
3820,10690315,"Eutrema scapiflorum (Hook.f. & Thomson) Al-Shehbaz, G.Q. Hao & J.Q. Liu",Eutrema scapiflorum,Eutremeae,accepted,H,N,472,246,62,1,1,1,226,>=100,>=100,>=10,<10,<10,<10
2988,5375254,Eutrema schulzii Al-Shehbaz & S.I. Warwick,Eutrema schulzii,Eutremeae,accepted,H,N,31,11,0,0,0,0,20,>=10,>=10,0,0,0,0
2979,5375227,Eutrema sherriffii Al-Shehbaz & S.I. Warwick,Eutrema sherriffii,Eutremeae,accepted,H,N,9,5,1,0,0,0,4,<10,<10,<10,0,0,0
2986,5375249,Eutrema tenue (Miq.) Makino,Eutrema tenue,Eutremeae,accepted,H,N,875,441,31,10,7,3,434,>=500,>=100,>=10,>=10,<10,<10
2987,5375251,Eutrema thibeticum Franch.,Eutrema thibeticum,Eutremeae,accepted,H,N,4,1,0,0,0,0,3,<10,<10,0,0,0,0
3879,10767109,"Eutrema tianshanense G.Q. Hao, J.Q. Liu & Al-Shehbaz",Eutrema tianshanense,Eutremeae,accepted,H,N,2,0,0,0,0,0,0,<10,0,0,0,0,0
2989,5375255,Eutrema verticillatum (Jeffrey & W.W. Sm.) Al-Shehbaz & S.I. Warwick,Eutrema verticillatum,Eutremeae,accepted,H,N,70,35,3,0,0,0,35,>=10,>=10,<10,0,0,0
2971,5375204,Eutrema violifolium (H. Lév.) Al-Shehbaz & S.I. Warwick,Eutrema violifolium,Eutremeae,accepted,H,N,49,18,0,0,0,0,31,>=10,>=10,0,0,0,0
2990,5375257,"Eutrema wuchengyii (Al-Shehbaz, T.Y. Cheo, L.L. Lu & G. Yang) Al-Shehbaz & S.I. Warwick",Eutrema wuchengyii,Eutremeae,accepted,H,N,10,5,1,0,0,0,5,>=10,<10,<10,0,0,0
4136,11131439,"Eutrema xingshanense (Z.E. Zhao, Z.L. Ning & X.W. Hu) Al-Shehbaz, G.Q. Hao & J.Q. Liu",Eutrema xingshanense,Eutremeae,accepted,H,N,1,0,0,0,0,0,0,<10,0,0,0,0,0
2980,5375228,Eutrema yungshunense (W.T. Wang) Al-Shehbaz & S.I. Warwick,Eutrema yungshunense,Eutremeae,accepted,H,N,4,1,0,0,0,0,3,<10,<10,0,0,0,0
2978,5375224,Eutrema yunnanense Franch.,Eutrema yunnanense,Eutremeae,accepted,H,Y,237,104,1,1,1,1,133,>=100,>=100,<10,<10,<10,<10
3843,10725600,Eutrema zhuxiense Q.L. Gan & X.W. Li,Eutrema zhuxiense,Eutremeae,accepted,H,N,1,0,0,0,0,0,1,<10,0,0,0,0,0
81,3041157,Exhalimolobos arabioides (Muschler) Al-Shehbaz & C.D. Bailey,Exhalimolobos arabioides,Halimolobeae,accepted,H,N,15,9,0,0,0,0,6,>=10,<10,0,0,0,0
77,3041135,Exhalimolobos berlandieri (E. Fourn.) Al-Shehbaz & C.D. Bailey,Exhalimolobos berlandieri,Halimolobeae,accepted,H,N,216,93,60,57,54,54,123,>=100,>=10,>=10,>=10,>=10,>=10
75,3041124,Exhalimolobos burkartii (Romanczuk & Boelcke) Al-Shehbaz & C.D. Bailey,Exhalimolobos burkartii,Halimolobeae,accepted,H,N,8,5,0,0,0,0,3,<10,<10,0,0,0,0
82,3041161,Exhalimolobos hispidulus (DC.) Al-Shehbaz & C.D. Bailey,Exhalimolobos hispidulus,Halimolobeae,accepted,H,N,194,61,18,11,11,11,133,>=100,>=10,>=10,>=10,>=10,>=10
83,3041172,Exhalimolobos palmeri (Hemsl.) Al-Shehbaz & C.D. Bailey,Exhalimolobos palmeri,Halimolobeae,accepted,H,Y,53,9,6,5,5,4,44,>=10,<10,<10,<10,<10,<10
80,3041152,Exhalimolobos parryi (Hemsl.) Al-Shehbaz & C.D. Bailey,Exhalimolobos parryi,Halimolobeae,accepted,H,N,27,6,4,1,1,1,21,>=10,<10,<10,<10,<10,<10
79,3041149,Exhalimolobos pazense (Rusby) Al-Shehbaz & C.D. Bailey,Exhalimolobos pazense,Halimolobeae,accepted,H,N,77,39,4,4,0,0,38,>=10,>=10,<10,<10,0,0
78,3041139,Exhalimolobos polyspermus (E. Fourn.) Al-Shehbaz & C.D. Bailey,Exhalimolobos polyspermus,Halimolobeae,accepted,H,N,106,43,34,34,34,34,63,>=100,>=10,>=10,>=10,>=10,>=10
76,3041126,Exhalimolobos weddellii (E. Fourn.) Al-Shehbaz & C.D. Bailey,Exhalimolobos weddellii,Halimolobeae,accepted,H,N,226,128,58,30,5,0,98,>=100,>=100,>=10,>=10,<10,0
1195,3047968,Farsetia aegyptia Turra,Farsetia aegyptia,Anastaticeae,accepted,W,Y,1155,332,36,27,25,21,823,>=1000,>=100,>=10,>=10,>=10,>=10
1194,3047967,Farsetia assadii Kavousi,Farsetia assadii,Anastaticeae,accepted,W,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,3047998,Farsetia burtonae Oliv.,Farsetia burtonae,Anastaticeae,accepted,W,Y,25,3,0,0,0,0,22,>=10,<10,0,0,0,0
1198,3047983,Farsetia cornus-africani Jonsell,Farsetia cornus-africani,Anastaticeae,accepted,W,Y,7,1,0,0,0,0,6,<10,<10,0,0,0,0
1215,3048017,Farsetia dhofarica Jonsell & A.G. Mill.,Farsetia dhofarica,Anastaticeae,accepted,W,Y,30,9,0,0,0,0,21,>=10,<10,0,0,0,0
1207,3048005,Farsetia divaricata Jonsell,Farsetia divaricata,Anastaticeae,accepted,W,Y,6,2,0,0,0,0,4,<10,<10,0,0,0,0
4133,11125691,Farsetia edgeworthii Hook.f. & Thomson,Farsetia edgeworthii,Anastaticeae,not accepted,H,N,275,182,118,107,0,0,93,>=100,>=100,>=100,>=100,0,0
1199,3047984,Farsetia ellenbeckii Engl.,Farsetia ellenbeckii,Anastaticeae,accepted,W,Y,1,0,0,0,0,0,1,<10,0,0,0,0,0
1216,3048018,Farsetia emarginata Jonsell,Farsetia emarginata,Anastaticeae,accepted,W,Y,1,0,0,0,0,0,0,<10,0,0,0,0,0
1208,3048006,Farsetia fruticans Jonsell & Thulin,Farsetia fruticans,Anastaticeae,accepted,W,Y,3,0,0,0,0,0,3,<10,0,0,0,0,0
1201,3047993,Farsetia heliophila Bunge ex Coss.,Farsetia heliophila,Anastaticeae,accepted,W,Y,55,8,4,0,0,0,47,>=10,<10,<10,0,0,0
1210,3048008,Farsetia jacquemontii Hook.f. & Thomson,Farsetia jacquemontii,Anastaticeae,accepted,W,Y,101,35,30,4,1,0,66,>=100,>=10,>=10,<10,<10,0
1217,3048019,Farsetia latifolia Jonsell & A.G. Mill.,Farsetia latifolia,Anastaticeae,accepted,W,Y,41,25,0,0,0,0,16,>=10,>=10,0,0,0,0
3581,7517330,Farsetia linearis Decne. ex Boiss.,Farsetia linearis,Anastaticeae,accepted,W,Y,111,14,0,0,0,0,97,>=100,>=10,0,0,0,0
1203,3047996,Farsetia longisiliqua Decne.,Farsetia longisiliqua,Anastaticeae,accepted,W,Y,248,52,2,2,2,1,196,>=100,>=10,<10,<10,<10,<10
1218,3048020,Farsetia longistyla Baker f.,Farsetia longistyla,Anastaticeae,accepted,W,Y,22,6,0,0,0,0,16,>=10,<10,0,0,0,0
1211,3048012,Farsetia macrantha Blatt. & Hallb.,Farsetia macrantha,Anastaticeae,accepted,W,Y,5,0,0,0,0,0,5,<10,0,0,0,0,0
1204,3047997,Farsetia nummularia Jonsell,Farsetia nummularia,Anastaticeae,accepted,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,3047966,Farsetia occidentalis B.L. Burtt,Farsetia occidentalis,Anastaticeae,accepted,W,N,199,54,5,3,3,1,145,>=100,>=10,<10,<10,<10,<10
1212,3048013,Farsetia pedicellata Jonsell,Farsetia pedicellata,Anastaticeae,accepted,W,Y,5,0,0,0,0,0,5,<10,0,0,0,0,0
1196,3047979,Farsetia robecchiana Engl.,Farsetia robecchiana,Anastaticeae,accepted,W,Y,20,5,0,0,0,0,15,>=10,<10,0,0,0,0
1213,3048014,Farsetia socotrana B.L. Burtt,Farsetia socotrana,Anastaticeae,accepted,W,Y,7,2,0,0,0,0,5,<10,<10,0,0,0,0
1197,3047980,Farsetia somalensis (Pax) Engl. ex Gilg & Gilg-Ben.,Farsetia somalensis,Anastaticeae,accepted,W,N,5,1,0,0,0,0,4,<10,<10,0,0,0,0
1214,3048016,Farsetia spinulosa Jonsell,Farsetia spinulosa,Anastaticeae,accepted,W,Y,1,0,0,0,0,0,1,<10,0,0,0,0,0
1206,3047999,Farsetia stenoptera Hochst.,Farsetia stenoptera,Anastaticeae,accepted,W,Y,296,123,0,0,0,0,173,>=100,>=100,0,0,0,0
1200,3047985,Farsetia stylosa R. Br.,Farsetia stylosa,Anastaticeae,accepted,W,Y,1187,627,63,17,12,5,560,>=1000,>=500,>=10,>=10,>=10,<10
1209,3048007,Farsetia tenuisiliqua Jonsell,Farsetia tenuisiliqua,Anastaticeae,accepted,W,N,2,0,0,0,0,0,2,<10,0,0,0,0,0
1202,3047995,Farsetia undulicarpa Jonsell,Farsetia undulicarpa,Anastaticeae,accepted,W,Y,36,20,0,0,0,0,16,>=10,>=10,0,0,0,0
2264,3053547,Fezia pterocarpa Pit. ex Batt.,Fezia pterocarpa,Brassiceae,accepted,H,N,28,6,1,1,1,1,22,>=10,<10,<10,<10,<10,<10
2131,3051652,Fibigia clypeata (L.) Medik.,Fibigia clypeata,Alysseae,accepted,H,Y,2265,1118,643,500,207,178,1147,>=1000,>=1000,>=500,>=500,>=100,>=100
2134,3051685,Fibigia heterophylla Rech.f.,Fibigia heterophylla,Alysseae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,10771645,Fibigia kermanshahensis Ranjbar & Karami,Fibigia kermanshahensis,Alysseae,not accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,10852400,Fibigia khoshyelaqensis Ranjbar & Rostami,Fibigia khoshyelaqensis,Alysseae,not accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,3051676,Fibigia macrocarpa (Boiss.) Boiss.,Fibigia macrocarpa,Alysseae,accepted,H,N,142,22,4,2,2,1,120,>=100,>=10,<10,<10,<10,<10
3807,10676869,Fibigia tabriziana Ranjbar & Karami,Fibigia tabriziana,Alysseae,not accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,3052567,Foleyola billotii Maire,Foleyola billotii,Brassiceae,accepted,W,Y,64,20,9,7,6,1,44,>=10,>=10,<10,<10,<10,<10
3116,5376240,Fortuynia aucheri Shuttlew. ex Boiss.,Fortuynia aucheri,Brassiceae,not accepted,H,N,28,7,3,0,0,0,21,>=10,<10,<10,0,0,0
3117,5376242,Fortuynia bungei Boiss.,Fortuynia bungei,Brassiceae,accepted,W,Y,62,5,0,0,0,0,57,>=10,<10,0,0,0,0
3529,5551561,Fortuynia garcinii (Burm.f.) Shuttlew. ex Boiss.,Fortuynia garcinii,Brassiceae,accepted,W,Y,18,7,0,0,0,0,11,>=10,<10,0,0,0,0
3131,5376286,Fourraea alpina (L.) Greuter & Burdet,Fourraea alpina,unplaced,accepted,H,Y,11784,10462,9090,480,239,209,1322,>=1000,>=1000,>=1000,>=100,>=100,>=100
3842,10724538,Friedrichkarlmeyeria umbellata (F.K. Mey.) Tahir Ali & Thines,Friedrichkarlmeyeria umbellata,Coluteocarpeae,accepted,H,Y,43,12,4,4,4,2,31,>=10,>=10,<10,<10,<10,<10
2029,3051001,Galitzkya macrocarpa (Ikonn.-Gal.) V.V. Botschantz.,Galitzkya macrocarpa,Alysseae,accepted,H,N,40,11,7,3,1,1,29,>=10,>=10,<10,<10,<10,<10
2028,3050999,Galitzkya potaninii (Maxim.) V.V. Botschantz.,Galitzkya potaninii,Alysseae,accepted,H,N,20,8,5,5,5,0,12,>=10,<10,<10,<10,<10,0
3742,8509034,Galitzkya spathulata (Stephan ex Willld.) V.V. Botschantz.,Galitzkya spathulata,Alysseae,accepted,H,N,121,29,25,24,23,1,92,>=100,>=10,>=10,>=10,>=10,<10
3093,5376079,Geococcus pusillus J. Drumm. ex Harv.,Geococcus pusillus,Microlepidieae,accepted,H,Y,606,565,541,403,383,345,41,>=500,>=500,>=500,>=100,>=100,>=100
609,3044720,Glastaria glastifolia (DC.) Kuntze,Glastaria glastifolia,Isatideae,accepted,H,Y,103,9,0,0,0,0,94,>=100,<10,0,0,0,0
2402,3689874,Goerkemia turcica Yıld.,Goerkemia turcica,Isatideae,not accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,5376064,Goldbachia ikonnikovii Vassilcz.,Goldbachia ikonnikovii,Calepineae,accepted,H,N,9,5,5,3,1,0,4,<10,<10,<10,<10,<10,0
3088,5376058,Goldbachia laevigata (M. Bieb.) DC.,Goldbachia laevigata,Calepineae,accepted,H,Y,670,317,244,35,30,2,353,>=500,>=100,>=100,>=10,>=10,<10
3089,5376063,Goldbachia pendula Botsch.,Goldbachia pendula,Calepineae,accepted,H,N,57,26,22,21,21,0,31,>=10,>=10,>=10,>=10,>=10,0
3636,7827211,Goldbachia sabulosa (Kar. & Kir.) D.A. German & Al-Shehbaz,Goldbachia sabulosa,Calepineae,accepted,H,N,116,19,0,0,0,0,97,>=100,>=10,0,0,0,0
3087,5376055,Goldbachia tetragona Ledeb.,Goldbachia tetragona,Calepineae,accepted,H,N,31,1,0,0,0,0,30,>=10,<10,0,0,0,0
3091,5376065,Goldbachia verrucosa Kom.,Goldbachia verrucosa,Calepineae,accepted,H,N,17,4,1,0,0,0,13,>=10,<10,<10,0,0,0
3111,5376201,Graellsia chitralensis O.E. Schulz,Graellsia chitralensis,Thlaspideae,accepted,H,N,2,1,1,0,0,0,1,<10,<10,<10,0,0,0
3109,5376198,Graellsia davisiana Poulter,Graellsia davisiana,Thlaspideae,accepted,H,N,10,1,0,0,0,0,9,>=10,<10,0,0,0,0
3113,5376203,Graellsia graellsiifolia (Lipsky) Poulter,Graellsia graellsiifolia,Thlaspideae,accepted,H,N,3,0,0,0,0,0,0,<10,0,0,0,0,0
3112,5376202,Graellsia hissarica Yunusov,Graellsia hissarica,Thlaspideae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
3110,5376199,Graellsia integrifolia (Rech.f.) Rech.f.,Graellsia integrifolia,Thlaspideae,accepted,H,N,53,14,6,1,0,0,39,>=10,>=10,<10,<10,0,0
3817,10687876,Graellsia isfahan Esmailbegi & Al-Shehbaz,Graellsia isfahan,Thlaspideae,accepted,H,N,3,0,0,0,0,0,3,<10,0,0,0,0,0
4062,11007967,Graellsia longistyla (Poulter) Esmailbegi & Al-Shehbaz,Graellsia longistyla,Thlaspideae,accepted,H,N,9,0,0,0,0,0,9,<10,0,0,0,0,0
3115,5376207,Graellsia saxifragifolia (DC.) Boiss.,Graellsia saxifragifolia,Thlaspideae,accepted,H,Y,149,24,1,1,1,1,125,>=100,>=10,<10,<10,<10,<10
3114,5376205,Graellsia stylosa (Boiss. & Hohen.) Poulter,Graellsia stylosa,Thlaspideae,accepted,H,N,49,1,0,0,0,0,48,>=10,<10,0,0,0,0
358,3042619,Guenthera repanda subsp. diplotaxiformis (Maire) Gómez-Campo,Guenthera repanda,Brassiceae,not accepted,H,N,19,0,0,0,0,0,0,>=10,0,0,0,0,0
604,3044695,Guiraoa arvensis Coss.,Guiraoa arvensis,Brassiceae,accepted,H,Y,476,322,283,113,14,13,154,>=100,>=100,>=100,>=100,>=10,>=10
1135,3047497,Halimolobos diffusus (A. Gray) O.E. Schulz,Halimolobos diffusus,Halimolobeae,accepted,H,N,254,89,28,21,15,7,165,>=100,>=10,>=10,>=10,>=10,<10
1134,3047495,Halimolobos elatus (Rollins) Al-Shehbaz & C.D. Bailey,Halimolobos elatus,Halimolobeae,accepted,H,N,5,2,1,0,0,0,3,<10,<10,<10,0,0,0
1132,3047491,Halimolobos henricksonii (Rollins) Al-Shehbaz & C.D. Bailey,Halimolobos henricksonii,Halimolobeae,accepted,H,N,7,2,0,0,0,0,5,<10,<10,0,0,0,0
1133,3047493,Halimolobos jaegeri (Munz) Rollins,Halimolobos jaegeri,Halimolobeae,accepted,H,N,193,39,30,24,18,16,154,>=100,>=10,>=10,>=10,>=10,>=10
1139,3047509,Halimolobos lasiolobus (Link) O.E. Schulz,Halimolobos lasiolobus,Halimolobeae,accepted,H,Y,77,18,3,0,0,0,59,>=10,>=10,<10,0,0,0
1136,3047500,Halimolobos multiracemosus (S. Watson) Rollins,Halimolobos multiracemosus,Halimolobeae,accepted,H,N,50,11,7,6,5,5,39,>=10,>=10,<10,<10,<10,<10
1138,3047504,Halimolobos pubens (A. Gray) Al-Shehbaz & C.D. Bailey,Halimolobos pubens,Halimolobeae,accepted,H,Y,87,18,2,2,1,1,69,>=10,>=10,<10,<10,<10,<10
1137,3047502,Halimolobos stylosus (Rollins) Al-Shehbaz & C.D. Bailey,Halimolobos stylosus,Halimolobeae,accepted,H,N,1,0,0,0,0,0,1,<10,0,0,0,0,0
224,3041953,Harmsiodoxa blennodioides (F. Muell.) O.E. Schulz,Harmsiodoxa blennodioides,Microlepidieae,accepted,H,Y,1468,1352,1263,755,649,585,116,>=1000,>=1000,>=1000,>=500,>=500,>=500
226,3041962,Harmsiodoxa brevipes (F. Muell.) O.E. Schulz,Harmsiodoxa brevipes,Microlepidieae,accepted,H,N,752,705,674,478,433,390,47,>=500,>=500,>=500,>=100,>=100,>=100
225,3041961,Harmsiodoxa puberula E.A. Shaw,Harmsiodoxa puberula,Microlepidieae,accepted,H,N,269,250,208,82,54,46,19,>=100,>=100,>=100,>=10,>=10,>=10
119,3041503,Heldreichia bupleurifolia Boiss.,Heldreichia bupleurifolia,Biscutelleae,accepted,H,Y,207,16,0,0,0,0,191,>=100,>=10,0,0,0,0
2747,5374311,Heliophila acuminata (Eckl. & Zeyh.) Steud.,Heliophila acuminata,Heliophileae,accepted,H,Y,136,51,13,10,10,9,85,>=100,>=10,>=10,>=10,>=10,<10
2818,5374502,Heliophila adpressa O.E. Schulz,Heliophila adpressa,Heliophileae,accepted,H,N,60,46,28,26,26,23,14,>=10,>=10,>=10,>=10,>=10,>=10
2802,5374457,Heliophila affinis Sond.,Heliophila affinis,Heliophileae,accepted,H,N,38,15,1,1,0,0,23,>=10,>=10,<10,<10,0,0
2789,5374422,Heliophila africana (L.) Marais,Heliophila africana,Heliophileae,accepted,H,Y,638,353,204,191,191,162,285,>=500,>=100,>=100,>=100,>=100,>=100
2776,5374396,Heliophila alpina Marais,Heliophila alpina,Heliophileae,accepted,H,N,17,9,1,1,1,1,8,>=10,<10,<10,<10,<10,<10
